url_id,url,url_sha256,category
1,https://www.google.com/,d0e196a0c25d35dd0a84593cbae0f38333aa58529936444ea26453eab28dfc86,benign
2,https://www.facebook.com/,0b2df0f635584f42c895f1d7b9cd105d3106accd9804d30556da88ae1bb0d62c,benign
3,https://www.microsoft.com/,abb5ddea57c82ce1a6637499144e2496e04e8f356a0fe0e011d69a3ee8f5c776,benign
4,https://www.apple.com/,9e49cf4943550ed15085ca1e47265b880925c7a5f482b49af10662b0639b800c,benign
5,https://www.youtube.com/,dbae2d0204aa489e234eb2f903a0127b17c712386428cab12b86c5f68aa75867,benign
6,https://www.twitter.com/,8fdbe4088c898c6850f694b8fa13d775507c031f3ee8a3a50723a618012ab9f8,benign
7,https://www.instagram.com/,ea2ecfbfdb69126930973426de47de3cba013a6e4be9150463581f72015f8f01,benign
8,https://www.cloudflare.com/,a6ad87b96b6f44b6b903d3db0d28b0f75e62c6ec246afd9e218723c6168baad3,benign
9,https://www.live.com/,670af3b2f030476d2e3e30ecd46750898e7a786ce4e556816fd32de5c94ca8d0,benign
10,https://www.linkedin.com/,31d9e011b5a0eede6a9922b81096a4b383fc99aa93555d1a9efdf76c42e8b399,benign
11,https://www.amazon.com/,77b186a302352fa8d30987603e1135860f08dd0333efa179e670fe1d32ceb97e,benign
12,https://www.fbcdn.net/,601246a755f2e5abdac40f1655963dd6b206eba50e3c17cceed7afb013091aae,benign
13,https://www.wikipedia.org/,9a9d50ec8631eafde241ce5b6991ebb9ba74c8543397179e1b589e700bedefd4,benign
14,https://www.bing.com/,53c485f5b860b0f35f45a47d699b9517ed09d4337384e631601a5e245db8c3c0,benign
15,https://www.fastly.net/,3d4acf6bc9fff3c661e646c499dac72d3becd909e909aa08ecd1f055ef5d73fa,benign
16,https://www.netflix.com/,ae6dd44356905103b4618a88026bf971102129ca3f53f7c68530b4a924912f90,benign
17,https://www.wordpress.org/,cd5f150998282402bd6a5550ddef706e3ceb31157ca8f3fafbc57cb4fe43766b,benign
18,https://www.digicert.com/,a9adad8cb76e8e36baba9efde4850fddf6c361ed3579845ba564aa9d88099a71,benign
19,https://www.ui.com/,27863a78f43df5ef3782ee9d84603aafb52ff69a8be44055ccaf1c1f1dfeed92,benign
20,https://www.github.com/,23c73f27313c7c157556c5f4cb20afc434bc50472ab8cb4f0f8ba4d7cfa3b20f,benign
21,https://www.yahoo.com/,2e4b3f5491baf57b3111fa2a22e6ab0389a9ac16b9a31fe72a79370bc4d34e10,benign
22,https://www.mail.ru/,676be2442b5398ca3036fb4946d84459c2894cf913a50221efdd0838652d98e1,benign
23,https://www.zoom.us/,0477bee17a52a67b98ce10c8aa31c849e4cfebd48c0da9d8b49e74bf7737b475,benign
24,https://www.pinterest.com/,f09c21614e7f6aba412f6395bba6c44604822d8d11022b24bbfb5cafc1926b18,benign
25,https://www.tiktokv.com/,1d8fbc352d35fcea97ac6ed801bb69ae7182c539faef19f8707eadb5f6ad50b5,benign
26,https://www.adobe.com/,200ae71ab6f9f1c8fd8cea2b2c9c8284c2275292273650a46c94179794d8548f,benign
27,https://www.sharepoint.com/,408503597f94c3a9c5d713e76aad52396d86bb916cdaa3823f2e471d07400a5a,benign
28,https://www.spotify.com/,0c8bdd281a61f934007bbd00009b2b5efada2076dd5036dfcd2de7ff31acfdca,benign
29,https://www.vimeo.com/,8df1f72eb7e205eeb5ac73debc482599f3c232f2942400429e2a8f4b470770b4,benign
30,https://www.wordpress.com/,11ae5b2e6241312bdf29e0430468ecd6e5dd68fd9872c902e1c7e590553006e1,benign
31,https://www.google-analytics.com/,c04389d0587f9462bdee1925e50a16a267e8c7a263b13fa009a728f18df42233,benign
32,https://www.office365.com/,e8cef5007220fd26610cd5c02d1d72c6ecad0613785ecbc69bdacc1a7ec3411c,benign
33,https://www.msn.com/,3ceb251fb9f8808fc62c346a44e294554e75a5766d3eee286ec38ef549d86cd0,benign
34,https://www.bit.ly/,eabc9d4ad85fd394c5432274fe7ca77c5954ccdcd7fc653635ee793cd4426913,benign
35,https://www.skype.com/,99bd35f5f5f850d54a4043c5512b34598e4aeea7926748d7a77adef2941b5e9f,benign
36,https://www.yandex.net/,466462fe569cab327dd02f3fa2f54330ba0f0f2a18cbdcf60df1bc4a5547bd94,benign
37,https://www.gandi.net/,d4e71ef38ba491890341659c25ef05e1520247e7a5e00aede9602c3d6214a904,benign
38,https://www.comcast.net/,72586c66b37aeaf902707c7a61d9d2106a32bcda13680baabac87edd2e726f59,benign
39,https://www.whatsapp.com/,dedb370f971c528edc012e74a5a7b1ec945954b48cc58511705eb4a9f46f99a0,benign
40,https://www.intuit.com/,8dca668e8a98f6c7ef1b607ad276aba6d4cbdb5f2a7b1caaf398f9ab8e99e942,benign
41,https://www.cloudflare.net/,a8033bc55b540195dd3203f772696b444b5c6d099589f35d20cc3bb27fce840e,benign
42,https://www.ntp.org/,c121ed1bfb27111702169eace4edfa05d7c8cea073bc92a90a289c7abe857cf7,benign
43,https://www.qq.com/,15332f512726172ec6035cc99074a110791fd9acbe552bf5c3f69d2093fd5f7f,benign
44,https://www.mozilla.org/,fd6d7eb5f8321f8ade6e295c3b5257ca4bb09056315a0b7ae33ff6008167cd97,benign
45,https://www.blogspot.com/,673ac706708dbae21491e26d0f59c98ee104378cf9ca92ac2e9ce2fb1f3b6f5d,benign
46,https://www.outlook.com/,821ffb6792b99367f964e9dae21fc997e95b982c769778435e8b8d5a30d8e31a,benign
47,https://www.opera.com/,e86723fc0a4176fdd336ac0802c453e457a05c1f857d082a340fa18de55ba253,benign
48,https://www.tiktok.com/,9362956c86b724ae05a38b00cf9d79b3061b40a70501aacf1b4e48c4230d0f96,benign
49,https://www.googledomains.com/,54a912f0686e194db157ddd5a3e79b3550f0673ff652db7505d656b48ea2c5c9,benign
50,https://www.att.com/,f433d48cd176284b7e0df16c668b2d2ec998ef5f64285b65907afdbc1a8552d4,benign
51,https://www.snapchat.com/,98a7c346a0547b70956114a86872e41e962eb1a1eec8ae7b60d77feed4bf63b1,benign
52,https://www.roblox.com/,f21cf567240dff62475b4396a1e6aa93cc8a305bc18c805a6718366f6cd36175,benign
53,https://www.yandex.ru/,37a4a106a812e497ce3d916280652797fa898f4bae916bbd6e1e8f8a742478cf,benign
54,https://www.europa.eu/,4afb79625beb6ce45aa78bce81e3676c3de41c83626f02832bb3e4d1c20382e6,benign
55,https://www.baidu.com/,92f3cb0d6d7b5fc290b08e73797cb58bccf4fcbbbf8ec66fad5b90af2c86edde,benign
56,https://www.shipt.com/,fe17c7b029bcf43f29e0248325e9572a32e508f5e0f6032a3f679ddd419a821c,benign
57,https://www.macromedia.com/,aba1eeca06ec02dc53f9a7e91607dfcb7f0c93e524ae26c8bffb3dec94705e02,benign
58,https://www.dropbox.com/,8f9fb3599c13b77ecb9483d32b3c0698f7839beca202605689111280a28f11c9,benign
59,https://www.unity3d.com/,f32b1443579eb33a7573e3381de373ab08190e3a752aac2aa5aef3ba52a5230b,benign
60,https://www.nih.gov/,ce90465e7d046899ada6b8f4129578fd7311557915f2221ab4ddbfadeb0cc7fc,benign
61,https://www.tumblr.com/,c24db30f88ee57e6574af8286c16e2358534ea9d26bccbcb0b8915807dd1946f,benign
62,https://www.pki.goog/,682346b6478048a46c654d2ff287dbaf25e6b3d46a27d6787e99aa40a1ef4f1e,benign
63,https://www.nic.ru/,628d5de65d7a9a43a13d7c6acb94b4d5ee7314bd7b13b22fee3c9738f73ba795,benign
64,https://www.epicgames.com/,8069ceea63be4eeddda4287904ef7b119c2ec05a5ef1cd0afb7b5376b2bab788,benign
65,https://www.gravatar.com/,9837d6194b8dee6fc302c54e77f36e602ced24d94a127052c11f7ba12da96ba3,benign
66,https://www.github.io/,46c174f492be174ed0640d1c50bd260c7fe67a519b26f32beb952eaeb8af4503,benign
67,https://www.sberdevices.ru/,1af1d4568b933269ecbecf53c2dfee8f214e5bc7db81e2075e5276322833cbed,benign
68,https://www.sentry.io/,b319cd0af1bab9bd43fc82c922b54566366e180b09f8935654b8835484e67816,benign
69,https://www.nytimes.com/,10b6b18f32d34529f830e2e70839c4b13297ed2f6515beb809dd7a3708250295,benign
